8100528/,-0.8535621381721428,-0.7494351846071043,-0.8205321009488151
2205629/,-0.760659091055294,-0.7733632574155767,-0.7308578384699822
4511790/,-0.7572826505247781,-0.6620508460951502,-0.6931291141697185
7017427/,-0.6333717529882148,-0.719500563126275,-0.46732769006757513
7037107/,-0.6843435136815952,-0.6629614921353264,-0.3514995536898189
1505378/,-0.6501361867627224,-0.6334164213162579,-0.6764630477840106
4026073/,-0.7653976476194786,-0.49259993477693964,-0.4130073764431379
4027517/,-0.6164841368084488,-0.6400735968018356,-0.5829775393687258
4025298/,-0.6278576734891659,-0.6254414766084082,-0.41515693931221476
2100836/,-0.629949542506608,-0.6147850375228012,-0.6520485517795094
2232260/,-0.7394459486732923,-0.4729791478035308,-0.44043977764556663
7112615/,-0.5801500316077344,-0.5793817484784158,-0.28099997568170165
7206387/,-0.4621779670938082,-0.6900922379812839,-0.5451565218552248
2205413/,-0.5651503343059106,-0.5789419161842382,-0.28551977620629065
2231295/,-0.6309060646177174,-0.4161452476109577,-0.31568828591343756
2103571/,-0.6821402796255307,-0.35459892639864066,-0.16067460809684642
4027728/,-0.4958526643315695,-0.5214515365612531,-0.43564994145411706
7109189/,-0.5081443102956316,-0.5081156419019224,-0.48341376675879877
2101908/,-0.45497533870048157,-0.5452061737230229,-0.570180360831583
2214763/,-0.5063556012451125,-0.48065195975571884,-0.5255400592538977
4029898/,-0.5609933972693679,-0.4181383288850138,-0.4630184396021426
4067559/,-0.12020557498918505,-0.8161724224353479,0.5489124761764343
4085930/,-0.4430320175235476,-0.45189691610725014,-0.26669934006117524
2017121/,-0.45166761753595,-0.4369825034461745,-0.2188788617219002
4001223/,-0.3737372463091577,-0.5067037989922611,-0.3930795536075711
4061577/,-0.4539863107791655,-0.42222568598355714,-0.24207157302368243
2017122/,-0.44370772127830893,-0.4296147451994199,-0.20981947118729538
1516687/,-0.4027559296214398,-0.46958346831930253,-0.4881178488948712
7204618/,-0.4736004683773838,-0.38992033041001983,-0.4604116725816767
2201315/,-0.4356905711228367,-0.3896622668254359,-0.36115001583579653
1516688/,-0.39967130989970556,-0.39744890575767,-0.4226503809348596
7109250/,-0.3739211300636254,-0.4217503780876646,-0.38993048422400944
4513075/,-0.3535991298056369,-0.4043215176319954,-0.20144796318945835
7204616/,-0.4308832085023244,-0.2760962922863426,-0.3176954893859656
1508311/,-0.23955227444838156,-0.446672466307926,-0.37507576851635926
4028586/,-0.22275963745855298,-0.4629013615881066,-0.28964671662854435
7109249/,-0.2333682531568062,-0.34805542453089133,-0.29628359222816814
1513692/,-0.3160338835620249,-0.20661469506123042,-0.2668079160260688
2203987/,-0.12728997193342462,-0.3336822975743825,0.29077453394135233
7100462/,-0.17048752014922286,-0.24983953674991044,0.0706244655348045
2215601/,-0.2798375257555059,-0.07821134479674319,0.008219298641533701
2202813/,-0.029589674691751888,-0.2339147930673917,-0.15414814686119627
4319626/,-0.06109494684467931,-0.004606949732578691,0.001982567217386322
4110318/,0.04594061088591728,0.00890887976026633,0.016151975015876285
4026361/,0.1848837114921058,-0.05629074956093394,0.28246204818608467
2103872/,0.42081106667827317,0.3261231898683019,0.5703486689609627
2017425/,0.4409507602763809,0.3530910152396203,0.6796341931844032
4116206/,0.5099623721874913,0.42791692193318465,0.6757258912337423
4022530/,0.5937613640554615,0.3738676627628639,0.6234502011759822
4116485/,1.2781066051707843,-0.2469323764206104,-0.7765260745087335
2018482/,0.7567975300104413,0.47399549287511533,0.7885794777929847
2103285/,0.8306853938800551,0.4344050836385045,0.7524489853133893
2102148/,0.869101683383461,0.48067624020167,0.8723221099484455
